0	12.205	1e-08
1	12.115	1e-08
2	12.065	1e-08
3	11.375	1e-08
4	11.205	1e-08
5	11.185	1e-08
6	9.495	1e-08
7	8.835	1e-08
8	8.715	1e-08
9	8.665	1e-08
10	8.375	1e-08
11	7.875	1e-08
12	7.615	1e-08
13	7.585	1e-08
14	7.305	1e-08
15	7.275	1e-08
16	7.275	1e-08
17	7.205	1e-08
18	6.905	1e-08
19	6.895	1e-08
20	6.855	1e-08
21	6.735	1e-08
22	6.515	1e-08
23	6.445	1e-08
24	6.395	1e-08
25	6.385	1e-08
26	6.365	1e-08
27	6.335	1e-08
28	6.325	1e-08
29	6.235	1e-08
30	6.105	1e-08
31	6.105	1e-08
32	5.965	1e-08
33	5.765	1e-08
34	5.595	1e-08
35	5.565	1e-08
36	5.345	1e-08
37	5.325	1e-08
38	5.305	1e-08
39	5.245	1e-08
40	5.245	1e-08
41	4.995	1e-08
42	4.905	1e-08
43	4.875	1e-08
44	4.865	1e-08
45	4.865	1e-08
46	4.785	1e-08
47	4.685	1e-08
48	4.655	1e-08
49	4.585	1e-08
50	4.575	1e-08
51	4.535	1e-08
52	4.495	1e-08
53	4.425	1e-08
54	4.395	1e-08
55	4.385	1e-08
56	4.375	1e-08
57	4.355	1e-08
58	4.295	1e-08
59	4.285	1e-08
60	4.245	1e-08
61	4.235	1e-08
62	4.235	1e-08
63	4.215	1e-08
64	4.205	1e-08
65	4.165	1e-08
66	4.145	1e-08
67	4.125	1e-08
68	4.095	1e-08
69	4.015	1e-08
70	3.995	1e-08
71	3.995	1e-08
72	3.955	1e-08
73	3.955	1e-08
74	3.935	1e-08
75	3.905	1e-08
76	3.905	1e-08
77	3.815	1e-08
78	3.815	1e-08
79	3.795	1e-08
80	3.795	1e-08
81	3.765	1e-08
82	3.725	1e-08
83	3.695	1e-08
84	3.675	1e-08
85	3.655	1e-08
86	3.645	1e-08
87	3.625	1e-08
88	3.545	1e-08
89	3.535	1e-08
90	3.485	1e-08
91	3.435	1e-08
92	3.425	1e-08
93	3.415	1e-08
94	3.385	1e-08
95	3.385	1e-08
96	3.385	1e-08
97	3.375	1e-08
98	3.375	1e-08
99	3.365	1e-08
100	3.345	1e-08
101	3.335	1e-08
102	3.315	1e-08
103	3.295	1e-08
104	3.265	1e-08
105	3.225	1e-08
106	3.225	1e-08
107	3.185	1e-08
108	3.175	1e-08
109	3.145	1e-08
110	3.145	1e-08
111	3.135	1e-08
112	3.125	1e-08
113	3.115	1e-08
114	3.105	1e-08
115	3.095	1e-08
116	3.075	1e-08
117	3.055	1e-08
118	3.045	1e-08
119	3.005	1e-08
120	3.005	1e-08
121	2.975	1e-08
122	2.975	1e-08
123	2.945	1e-08
124	2.945	1e-08
125	2.835	1e-08
126	2.815	1e-08
127	2.805	1e-08
128	2.795	1e-08
129	2.785	1e-08
130	2.785	1e-08
131	2.785	1e-08
132	2.755	1e-08
133	2.755	1e-08
134	2.755	1e-08
135	2.735	1e-08
136	2.725	1e-08
137	2.725	1e-08
138	2.715	1e-08
139	2.715	1e-08
140	2.705	1e-08
141	2.685	1e-08
142	2.685	1e-08
143	2.685	1e-08
144	2.675	1e-08
145	2.665	1e-08
146	2.655	1e-08
147	2.635	1e-08
148	2.595	1e-08
149	2.575	1e-08
150	2.535	1e-08
151	2.525	1e-08
152	2.505	1e-08
153	2.505	1e-08
154	2.485	1e-08
155	2.475	1e-08
156	2.475	1e-08
157	2.455	1e-08
158	2.425	1e-08
159	2.405	1e-08
160	2.385	1e-08
161	2.375	1e-08
162	2.295	1e-08
163	2.285	1e-08
164	2.285	1e-08
165	2.285	1e-08
166	2.265	1e-08
167	2.265	1e-08
168	2.265	1e-08
169	2.235	1e-08
170	2.235	1e-08
171	2.225	1e-08
172	2.215	1e-08
173	2.205	1e-08
174	2.205	1e-08
175	2.185	1e-08
176	2.165	1e-08
177	2.155	1e-08
178	2.145	1e-08
179	2.135	1e-08
180	2.125	1e-08
181	2.125	1e-08
182	2.115	1e-08
183	2.105	1e-08
184	2.075	1e-08
185	2.055	1e-08
186	2.055	1e-08
187	2.045	1e-08
188	2.035	1e-08
189	2.035	1e-08
190	2.005	1e-08
191	2.005	1e-08
192	2.005	1e-08
193	2.005	1e-08
194	1.995	1e-08
195	1.995	1e-08
196	1.975	1e-08
197	1.975	1e-08
198	1.965	1e-08
